Serial No,movie_id,movie_name,year,genre,overview,director,cast,poster_url,rating,votes
63,tt13130948,Shehzada,2023,"Action, Comedy, Drama","Bantu is hated by his father Valmiki since he was a toddler. Samara, his boss, shows him affection and love until he discovers that the Jindals are his parents. Bantu decides to seek Jindals love and protect them from threats they...",Rohit Dhawan,"Kartik Aaryan, Kriti Sanon, Paresh Rawal",https://m.media-amazon.com/images/M/MV5BMGI4ZjllYTEtYzUwZS00ZmY5LWE2OWUtZjc2OGM5NjRjZjhjXkEyXkFqcGc@._V1_SX300.jpg,4.5,31748
64,tt22325566,Nazar Andaaz,2022,Comedy,"Sudhir, blind by birth, lives alone with his housemaid Bhavani. While Bhavani is out, he takes in Ali to help around the house. Both Bhavani and Ali grow envious of each other. Nazar Andaaz is a comedic yet heartfelt story of thes...",Vikrant Deshmukh,"Abhishek Banerjee, Divya Dutta, Kumud Mishra",https://m.media-amazon.com/images/M/MV5BZTBhNGFkMzItMjRjOC00MTdiLTk4NTYtYmQ5MTA0ZThiYmY5XkEyXkFqcGdeQXVyOTM4MDQ2OTU@._V1_SX300.jpg,7.5,165
65,tt17736704,Mister Mummy,2022,"Comedy, Drama",A couple with opposing choices when it comes to children but destiny has something else planned for the childhood sweethearts.,Shaad Ali,"Riteish Deshmukh, Mahesh Manjrekar, Genelia Deshmukh",https://m.media-amazon.com/images/M/MV5BYjhlYTRhNDUtNzU2Mi00ZjY4LTkyYTQtNzMwMjg1YmU5Y2EwXkEyXkFqcGc@._V1_SX300.jpg,2.1,952
66,tt26229612,The Diplomat,2024,"Drama, Thriller","Based on a story of an Indian diplomat who tries to repatriate an Indian girl from Pakistan, where she was presumably forced and deceived into marrying against her will.",Shivam Nair,"John Abraham, Sadia Khateeb, Kumud Mishra",https://m.media-amazon.com/images/M/MV5BNDAwZTc3YWYtNTRlZC00ZWQ5LThkMWEtZjI4MzIyYTkyYjQxXkEyXkFqcGdeQXVyOTI3MzI4MzA@._V1_SX300.jpg,Not Available,Not Available
67,tt30444418,Santosh,2024,"Crime, Drama, Thriller","Newly widowed Santosh inherits her husband's job as a police constable in the rural badlands of Northern India. When a girl's body is found, she's pulled into the investigation under the wing of charismatic feminist inspector Sharma.",Sandhya Suri,"Shahana Goswami, Sunita Rajwar, Pratibha Awasthy",https://m.media-amazon.com/images/M/MV5BOGJhNGRmM2EtM2IxZi00YjIxLWE1OTQtNmVhNTM1M2Q3NWM2XkEyXkFqcGc@._V1_SX300.jpg,7.2,489
68,tt4640206,Sachin - A Billion Dreams,2017,"Documentary, Sport",A tale of a small boy with dreams and his journey to becoming the God of Cricket and the most celebrated sportsperson in his country.,James Erskine,"Sachin Tendulkar, Mikail Gandhi, Anjali Tendulkar",https://m.media-amazon.com/images/M/MV5BMzY2ODAwNjctMTZlMC00MmY3LWI4ZjEtNGM3ZmY5YTJjMWQyXkEyXkFqcGc@._V1_SX300.jpg,8.5,8438
69,tt4110568,Dil Dhadakne Do,2015,"Comedy, Drama, Romance",The Mehra family must contemplate over their way of living and their love lives while on a cruise celebrating their 30th wedding anniversary.,Zoya Akhtar,"Anil Kapoor, Shefali Shah, Priyanka Chopra Jonas",https://m.media-amazon.com/images/M/MV5BZmExOTlmNDAtYWMzZC00NzEyLWFhYmYtNTgwMjZiMDRhMDQyXkEyXkFqcGc@._V1_SX300.jpg,7.0,20475
70,tt11934846,Badhaai Do,2022,"Crime, Drama",Shardul Thakur Flaglot and Suman Singh enter into a marriage of convenience but chaos ensues when her unhinged girlfriend comes to stay with them.,Harshavardhan Kulkarni,"Rajkummar Rao, Bhumi Pednekar, Chum Darang",https://m.media-amazon.com/images/M/MV5BOTUyMmNmOGMtZjgxYi00YzE5LTkzYjItNjdlNjg0YjlkMTQ0XkEyXkFqcGc@._V1_SX300.jpg,7.0,21663
71,tt13793230,Jaadugar,2022,"Comedy, Drama, Fantasy","Magic Meenu, a small-time magician in Neemuch, M.P., has to win a local football tournament in order to marry the girl he loves.",Sameer Saxena,"Jitendra Kumar, Arushi Sharma, Jaaved Jaaferi",https://m.media-amazon.com/images/M/MV5BZTMzMGNhNDYtNjkyMC00ZTg0LTk2NzEtZmNmYjAzZWEzOWVlXkEyXkFqcGc@._V1_SX300.jpg,6.8,11886
72,tt2112124,Chennai Express,2013,"Action, Comedy, Romance",A man travelling to Rameswaram via Chennai express for his late grandfather's ashes immersion finds himself in trouble after helping a don's daughter and her cousins board the train.,Rohit Shetty,"Deepika Padukone, Shah Rukh Khan, Sathyaraj",https://m.media-amazon.com/images/M/MV5BMjE2OTEyOTA3OV5BMl5BanBnXkFtZTcwNjI4MDk3OQ@@._V1_SX300.jpg,6.2,66602
73,tt27679608,Fateh,2025,"Action, Crime","Follows a former gangster who is hired to guard a young woman named Jacqueline. In order to keep her safe, Fateh must employ all of his abilities while simultaneously attempting to learn the truth about the threats made against her.",Sonu Sood,"Sonu Sood, Jacqueline Fernandez, Vijay Raaz",https://m.media-amazon.com/images/M/MV5BNjI2NTFmMWUtOTJlYi00MTEzLTlmMjMtZWQ0YWViN2FjMjFhXkEyXkFqcGc@._V1_SX300.jpg,Not Available,Not Available
74,tt9531772,Sooryavanshi,2021,"Action, Crime, Drama","DCP Veer Sooryavanshi, the chief of the Anti-Terrorism Squad in India, tries to bring down a terrorist organization with which he has a history.",Rohit Shetty,"Akshay Kumar, Katrina Kaif, Ajay Devgn",https://m.media-amazon.com/images/M/MV5BMzM0YWRjNGYtYTdiMy00YzZhLThjMWYtMTY3N2Q5NGZkOTI2XkEyXkFqcGc@._V1_SX300.jpg,5.9,80018
75,tt6117702,Munna Michael,2017,"Action, Drama, Music","A young man, tries to follow the footsteps of his idol, The King of Pop, Michael Jackson.",Sabbir Khan,"Tiger Shroff, Nidhhi Agerwal, Nawazuddin Siddiqui",https://m.media-amazon.com/images/M/MV5BMTgyNDQ4NDM2Nl5BMl5BanBnXkFtZTgwODI4NDk0MjI@._V1_SX300.jpg,3.4,4015
76,tt2178470,Yeh Jawaani Hai Deewani,2013,"Comedy, Drama, Musical","Kabir and Naina bond during a trekking trip. Before Naina can express herself, Kabir leaves India to pursue his career. They meet again years later, but he still cherishes his dreams more than bonds.",Ayan Mukerji,"Ranbir Kapoor, Deepika Padukone, Aditya Roy Kapoor",https://m.media-amazon.com/images/M/MV5BODA4MjM2ODk4OF5BMl5BanBnXkFtZTcwNDgzODk1OQ@@._V1_SX300.jpg,7.3,54074
77,tt1428459,We Are Family,2010,"Comedy, Drama, Family",A divorced mother of three children runs a happy household - until her former husband brings his new career-oriented girlfriend into the picture.,Siddharth P Malhotra,"Kareena Kapoor, Kajol, Arjun Rampal",https://m.media-amazon.com/images/M/MV5BMTk1NTE3ODc4Ml5BMl5BanBnXkFtZTcwMDIwNjM3Mw@@._V1_SX300.jpg,5.6,3476
78,tt11947158,Ek Villain Returns,2022,"Action, Crime, Romance",The story of two men in one sided love. The paths they choose to fulfill their love stories decide who the Hero is and who is the Villain.,Mohit Suri,"John Abraham, Disha Patani, Arjun Kapoor",https://m.media-amazon.com/images/M/MV5BYmQ3M2I2NTItNzg4ZS00NDdlLThiOTEtZTVmYmI3Y2Y1MWY4XkEyXkFqcGc@._V1_SX300.jpg,4.4,15913
79,tt18413766,Kathal: A Jackfruit Mystery,2023,"Comedy, Crime, Drama",A local politician whose prized jackfruits go missing and a young police officer who is adamant to solve this bizarre case to prove herself.,Yashowardhan Mishra,"Sanya Malhotra, Anant Joshi, Vijay Raaz",https://m.media-amazon.com/images/M/MV5BY2M5NTllZDctNTlmYy00YTBhLTgzYWItZjQ2OWZkOThiOGE2XkEyXkFqcGc@._V1_SX300.jpg,6.7,9302
80,tt3802576,Brothers,2015,"Action, Drama, Sport","After living many years together, two brothers discover that they are not blood related so square off in a mixed martial arts tournament to determine whose blood is stronger.",Karan Malhotra,"Akshay Kumar, Sidharth Malhotra, Jackie Shroff",https://m.media-amazon.com/images/M/MV5BNzQ4Njg3Mjg5Nl5BMl5BanBnXkFtZTgwODE5MDg1NjE@._V1_SX300.jpg,6.4,14113
81,tt3679060,Dishoom,2016,"Action, Adventure, Comedy","When India's top batsman goes missing in the Middle East, two mismatched cops must team up for a 36-hour manhunt before the cricket final.",Rohit Dhawan,"John Abraham, Varun Dhawan, Jacqueline Fernandez",https://m.media-amazon.com/images/M/MV5BOTAzMmNjYmItZTE4ZC00MGM3LWJmN2YtZDFlYzY2OTM2YjA3XkEyXkFqcGc@._V1_SX300.jpg,5.2,9293
82,tt13510660,Dhamaka,2021,"Action, Crime, Drama","Reassigned from TV to radio, a frustrated anchor sees both danger and opportunity when he receives threatening calls on the air.","Ram Madhvani, Heavenveer Singh Hayer","Kartik Aaryan, Mrunal Thakur, Amruta Subhash",https://m.media-amazon.com/images/M/MV5BNzc3OWNkNTktNGVkZi00ZWIyLWIxNDMtMDVlM2E4MDJlYjYzXkEyXkFqcGc@._V1_SX300.jpg,6.8,42841
83,tt7518786,'83,2021,"Biography, Drama, History","On June 25, 1983, the Lord's Cricket Ground witnessed 14 men beat the two times World Champions West Indies, putting India back onto the cricket world stage.","Pritam Chakraborty, Kabir Khan, Amit Mishra","Ranveer Singh, Deepika Padukone, Tahir Raj Bhasin",https://m.media-amazon.com/images/M/MV5BYmNlNGY2NWEtODBiYi00YWIxLTkyNmItNTUwMmRjOTY4NzNkXkEyXkFqcGc@._V1_SX300.jpg,7.5,41783
84,tt0082797,Naseeb,1981,"Action, Musical, Romance",A lottery ticket changes the lives of four friends.,Manmohan Desai,"Amitabh Bachchan, Shatrughan Sinha, Rishi Kapoor",https://m.media-amazon.com/images/M/MV5BMTlkNWRjNmUtOWE4Ni00YTRhLWE5MmYtM2FjNWE1YWMxYzFiXkEyXkFqcGc@._V1_SX300.jpg,7.1,2007
85,tt27852049,Deva,2025,"Action, Thriller",Around a brilliant yet rebellious police officer who uncovers a web of deceit and betrayal while investigating a high-profile case.,Rosshan Andrrews,"Shahid Kapoor, Pooja Hegde, Pavail Gulati",https://m.media-amazon.com/images/M/MV5BZTllOTk2MDgtZmZmYy00MDBhLThiMzctNzhmNTk5ODdkZTcwXkEyXkFqcGc@._V1_SX300.jpg,Not Available,Not Available
86,tt15238986,Plan A Plan B,2022,"Comedy, Romance","Follows a matchmaker who believes marriage is for everyone except herself, and a successful divorce lawyer with a secret, who cross paths, and explores if opposites coexist or attract.","Shashanka Ghosh, Nasir","Riteish Deshmukh, Tamannaah Bhatia, Poonam Dhillon",https://m.media-amazon.com/images/M/MV5BN2M3NTFlODQtOWUzNC00YzU1LThlM2YtZmY3YTBkNmVlNzYxXkEyXkFqcGc@._V1_SX300.jpg,4.6,3415
87,tt8108198,Andhadhun,2018,"Crime, Mystery, Thriller","A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of.",Sriram Raghavan,"Ayushmann Khurrana, Tabu, Radhika Apte",https://m.media-amazon.com/images/M/MV5BMjZiYTNkNjUtNzI3MC00YWJmLTljM2QtNTI3MTU3ODYzNWFjXkEyXkFqcGc@._V1_SX300.jpg,8.2,106085
88,tt5954088,Commando 2,2017,"Action, Adventure, Thriller","Commando Karan uses his combat skills to eradicate black money, which has been siphoned to banks abroad.",Deven Bhojani,"Vidyut Jammwal, Adah Sharma, Esha Gupta",https://m.media-amazon.com/images/M/MV5BZDMyYzhjZmItNDNhZi00MjEwLThkYzItZWU0NWMxYWMwN2NlXkEyXkFqcGc@._V1_SX300.jpg,5.4,3936
89,tt26932223,Bhool Bhulaiyaa 3,2024,"Comedy, Horror","Ruhaan, a fraudster posing as an exorcist, takes on a lucrative case at a haunted castle, unraveling a sinister plot involving mischievous priests, culminating in a hilarious yet thrilling ride filled with unexpected twists and sc...",Anees Bazmee,"Kartik Aaryan, Vidya Balan, Madhuri Dixit",https://m.media-amazon.com/images/M/MV5BMjYyMTM4NjMtMjgzOS00N2RiLTlmZDUtOWJlMDZiOTVkMzA4XkEyXkFqcGc@._V1_SX300.jpg,5.1,71857
90,tt10028196,Laal Singh Chaddha,2022,"Comedy, Drama, Romance","The story of Laal Singh Chaddha, a simple man whose extraordinary journey will fill you with love, warmth and happiness.",Advait Chandan,"Sharik Khan Jr., Aamir Khan, Ahmad Ibn Umar",https://m.media-amazon.com/images/M/MV5BMTM1ODNiMWItODk3YS00MGUwLTkxNTgtOGI0OGZmZTgwZDZhXkEyXkFqcGc@._V1_SX300.jpg,5.6,178736
91,tt7255568,Student of the Year 2,2019,"Action, Comedy, Drama","A student must face off against bullies and overcome hurdles, both academic and romantic, to win his college's coveted Student of the Year trophy.",Punit Malhotra,"Tiger Shroff, Ananya Panday, Tara Sutaria",https://m.media-amazon.com/images/M/MV5BNjRlMjFhYzktMGRjOC00NGQ5LTgzZjktNTg3ZWI2ZTgzNGQ5XkEyXkFqcGc@._V1_SX300.jpg,2.2,22907
92,tt0225515,Dillagi,1999,"Drama, Musical, Romance","When Ranvir, the responsible elder brother of a middle-class Indian family, realises that his reckless younger brother Rajvir is in love, he arranges for Rajvir's marriage, not realising that the girl is the same person he is in l...",Sunny Deol,"Sunny Deol, Bobby Deol, Urmila Matondkar",https://m.media-amazon.com/images/M/MV5BOTVkNWVjOTAtYmYyYi00NmZkLTlhNDAtOTU1YTViZjQ0NWU2XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,5.3,1226
93,tt11976134,Singham Again,2024,"Action, Drama","A new chase is coming - with reference to the epic Ramayana, Singham and his team face an ambiguous villain in order to save his wife.",Rohit Shetty,"Akshay Kumar, Salman Khan, Deepika Padukone",https://m.media-amazon.com/images/M/MV5BMjQzZDExZDEtYjAxYy00ZGVhLWE4YWItNTVkZjA5ZjVjZWM3XkEyXkFqcGc@._V1_SX300.jpg,4.9,74199
94,tt31100872,Dange,2024,"Action, Drama","Journey that delves deep into the complexities of friends. Set against the backdrop of a vibrant college festival, the movie explores the intricate dynamics between two friends whose paths diverge and ignite a fierce competition.",Bejoy Nambiar,"Harshvardhan Rane, Ehan Bhat, T.J. Bhanu",https://m.media-amazon.com/images/M/MV5BMjg0ZTRmNzktMzE2Zi00ZWMxLThlZDktZTlkMzdmMjMzZTMyXkEyXkFqcGc@._V1_SX300.jpg,5.4,736
95,tt12861850,Chandigarh Kare Aashiqui,2021,"Crime, Drama","Manu, a bodybuilder from Chandigarh, India, falls in love with Maanvi, a male Zumba teacher disguised as a woman. All seems well until this revelation causes turmoil in their love story.",Abhishek Kapoor,"Ayushmann Khurrana, Vaani Kapoor, Yograj Singh",https://m.media-amazon.com/images/M/MV5BM2FlZTczODAtYjFlNy00MDc3LWE1YWYtMmVjYzEyZjJlZDBkXkEyXkFqcGc@._V1_SX300.jpg,6.7,15493
96,tt1620933,Paan Singh Tomar,2012,"Action, Biography, Crime","The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement.",Tigmanshu Dhulia,"Irrfan Khan, Mahie Gill, Rajesh Abhay",https://m.media-amazon.com/images/M/MV5BNTgwODM5OTMzN15BMl5BanBnXkFtZTcwMTA3NzI1Nw@@._V1_SX300.jpg,8.2,38555
97,tt23472806,Almost Pyaar with DJ Mohabbat,2022,"Drama, Musical, Romance","In London, a girl likes a boy, a little too much. And, in a parallel universe exists a boy that likes a girl. The two unrequited love stories, burdened by social status, caste and inequality are breathlessly, heading on towards ea...",Anurag Kashyap,"Alaya F, Karan Mehta, Vicky Kaushal",https://m.media-amazon.com/images/M/MV5BOGFmYWQ2NTItNGFhNy00ZDJlLTlkY2ItNDA5NjMwZDU0NzBlXkEyXkFqcGc@._V1_SX300.jpg,4.9,1103
98,tt2338151,PK,2014,"Comedy, Drama, Sci-Fi",An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religious views on people.,Rajkumar Hirani,"Aamir Khan, Anushka Sharma, Sanjay Dutt",https://m.media-amazon.com/images/M/MV5BMTYzOTE2NjkxN15BMl5BanBnXkFtZTgwMDgzMTg0MzE@._V1_SX300.jpg,8.1,209543
99,tt11142762,Pagglait,2021,"Comedy, Drama","Widowed soon after marriage, a young woman grapples with an inability to grieve, quirky relatives, and a startling discovery about her late husband.","Umesh Bist, Mukesh Kumar, Chaudhari Mitesh","Sanya Malhotra, Sayani Gupta, Sheeba Chaddha",https://m.media-amazon.com/images/M/MV5BMzgxY2UyZmYtZjljMi00NzZiLWE1NzItYjU3NGVkMWY2ZjdhXkEyXkFqcGc@._V1_SX300.jpg,6.9,10527
100,tt0116407,Ghatak: Lethal,1996,"Action, Drama","Unable to witness the injustice and brutality inflict on the residents by a tyrannical gangster, Katya, in a small Indian village in India; Kashinath alias Kashi decides to single-handily take a stand to fight for his and the vill...",Rajkumar Santoshi,"Sunny Deol, Meenakshi Sheshadri, Danny Denzongpa",https://m.media-amazon.com/images/M/MV5BMzMwNjJlY2YtOTU5Mi00NDY2LWExMDctOTdhNDQ1YjJjMWVhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,7.5,4248
101,tt25399478,Black Sunshine Baby,2023,"Documentary, Biography",Family memories and personal art movingly portray author and motivational speaker Aisha Chaudhary's journey with an immune disorder and terminal illness.,Nilesh Maniyar,"Aisha Chaudhary, Aditi Chaudhary, Ishaan Chaudhary",https://m.media-amazon.com/images/M/MV5BNDZlMzFjNDMtMDUzOS00YTc0LTkwMjgtZjBiYmE2ZjNhODgwXkEyXkFqcGc@._V1_SX300.jpg,8.3,106
102,tt14428598,Qala,2022,"Drama, Music","Haunted by her past, a talented singer with a rising career copes with the pressure of success, a mother's disdain and the voices of doubt within her.",Anvita Dutt,"Triptii Dimri, Babil Khan, Swastika Mukherjee",https://m.media-amazon.com/images/M/MV5BOGFjYTliNzAtOTRlYi00NjNkLThmMGMtMmNhZjUyM2UyYWZhXkEyXkFqcGc@._V1_SX300.jpg,7.2,7946
103,tt0267617,Courage,1992,"Action, Drama, Romance","An engaging action-sport film, where a man avenges his sister's humiliation by participating in a deadly kung-fu tournament.",Farogh Siddique,"Ajay Devgn, Karisma Kapoor, Ajit Khan",https://m.media-amazon.com/images/M/MV5BN2E0NjBlZDYtM2Q4Ni00ZTM2LWFiZDMtMmNhOTM2NjdhNDk5XkEyXkFqcGdeQXVyNjUxNTE5OTY@._V1_SX300.jpg,5.1,895
104,tt8108202,Stree,2018,"Comedy, Horror","In the small town of Chanderi, the menfolk live in fear of an evil spirit named ""Stree"" who abducts men in the night. Based on the urban legend of ""Nale Ba"" that went viral in Karnataka in the 1990s.",Amar Kaushik,"Rajkummar Rao, Shraddha Kapoor, Pankaj Tripathi",https://m.media-amazon.com/images/M/MV5BODhiZjI1MDMtZjFjOS00NjZiLWI5N2YtZTM2NWIxNmE3MjMzXkEyXkFqcGc@._V1_SX300.jpg,7.5,43429
105,tt0339878,Waah! Tera Kya Kehna,2002,"Action, Comedy, Crime","Kishan Oberoi (Shammi Kapoor) has three sons Dilip (Shakti Kapoor), Ashish (Rana Jung Bahadur), and Raj (Govinda). While Dilip and Ashish are married, Raj is in love with Meena (Preeti Jhangiani). Kishan does not trust his two eld...",Manoj Agrawal,"Govinda, Raveena Tandon, Preeti Jhangiani",https://m.media-amazon.com/images/M/MV5BYzgxZDNiNDUtMjRiYi00NDI2LThjNGYtMTgyYmUxZTZjODkyXkEyXkFqcGc@._V1_SX300.jpg,3.8,346
106,tt13623916,Toolsidas Junior,2022,"Drama, Family, Sport","Watching his father lose the 1994 Club Snooker Championship, 13-year-old Midi takes on the impossible journey to bring his father's name on the Winner's Board.",Mridul Toolsidas,"Sanjay Dutt, Rajeev Kapoor, Varun Buddhadev",https://m.media-amazon.com/images/M/MV5BZjc1ZWU2MTUtYWFmOC00MTQ3LThmZDUtNDYzMjZmYmVhZGVmXkEyXkFqcGc@._V1_SX300.jpg,7.4,2790
107,tt12393526,Bulbbul,2020,"Drama, Horror, Mystery","A man returns home after years to find his brother's child bride now grown up and abandoned, and his ancestral village plagued by mysterious deaths.",Anvita Dutt,"Triptii Dimri, Avinash Tiwary, Rahul Bose",https://m.media-amazon.com/images/M/MV5BNGMzNGE1YTEtNjg1NS00N2Q3LWJhOWItZDFmOWE2NjU4OGY3XkEyXkFqcGc@._V1_SX300.jpg,6.6,15209
108,tt3735246,Bajirao Mastani,2015,"Action, Drama, History","An account of the romance between the Maratha general, Baji Rao I and Mastani, princess of Bundelkhand.",Sanjay Leela Bhansali,"Ranveer Singh, Deepika Padukone, Priyanka Chopra Jonas",https://m.media-amazon.com/images/M/MV5BYjNjYzk0NDMtNjU3NC00ZTRhLTkwNmMtN2FhYzc5MmNiNjg4XkEyXkFqcGc@._V1_SX300.jpg,7.3,39680
109,tt1285241,Don 2,2011,"Action, Crime, Thriller","Don turns himself in and escapes with Vardhaan from prison, following which he recruits a team to steal currency printing plates from a bank in Berlin.",Farhan Akhtar,"Shah Rukh Khan, Florian Lukas, Om Puri",https://m.media-amazon.com/images/M/MV5BYzQyM2QwMjYtM2Y1OS00MWI5LWJhYmEtMjFhYWJhMjI1MjA0XkEyXkFqcGc@._V1_SX300.jpg,7.1,59280
110,tt1954470,Gangs of Wasseypur,2012,"Action, Comedy, Crime","A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",Anurag Kashyap,"Manoj Bajpayee, Nawazuddin Siddiqui, Tigmanshu Dhulia",https://m.media-amazon.com/images/M/MV5BMTc5NjY4MjUwNF5BMl5BanBnXkFtZTgwODM3NzM5MzE@._V1_SX300.jpg,8.2,106403
111,tt1101665,Shaurya,2008,"Crime, Drama, Thriller","Maj. Siddhant Chaudhary, an Indian Army lawyer, attempts to defend Capt. Javed Khan who is accused of killing a decorated officer. The problem is that Khan does not wish to be defended and freely admits to his crime.",Samar Khan,"Rahul Bose, Jaaved Jaaferi, Minissha Lamba",https://m.media-amazon.com/images/M/MV5BMzQwMDIyYTUtNDJhNi00N2RlLWEyNTctNDFjZTk0NTIwYzNhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,7.3,5090
